locality_stat,Ages.65LiveAlone65_pcnt,Ages65.LiveInstM_pcnt,LaborForce.LaborForceY_pcnt,LaborForce.Wrk2008Y_pcnt,disabilities.hear5_pcnt,disabilities.see5_pcnt,disabilities.remember5_pcnt,disabilities.dress5_pcnt,disabilities.walk5_pcnt,durable_goods.Vehicle1up_pcnt,durable_goods.Vehicle2up_pcnt,households.hh0_17_pcnt,households.hh65_pcnt,households.size_avg,households.size1_pcnt,households.size2_pcnt,households.size3_pcnt,households.size4_pcnt,households.size5_pcnt,households.size6_pcnt,households.size7up_pcnt,households.size7up_pcnt.1,households.hh0_17_1_pcnt,households.hh0_17_2_pcnt,households.hh0_17_3_pcnt,households.hh0_17_4_pcnt,households.hh0_17_5_pcnt,demog_yishuv.age_0_14,demog_yishuv.age_15_19,demog_yishuv.age_20_29,demog_yishuv.age_30_64,demog_yishuv.age_65_up,income.medianWage,income.q1,income.q2,income.q3,income.q4,income.q5,income.q6,income.q7,income.q8,income.q9,income.q10,YISHUV,USAGE,METRO_ZONEcomm31,comm31,comm34,comm99
30001335,0,0,66.9,80.2,0.6,0.9,2.2,4.3,5.8,59,12.2,29,31.7,2.6,27.6,27.6,38.5,12.7,38.5,27.6,27.6,,24.3,36.4,19.4,8.7,11.2,856,238,562,1242,676,103500,11.72344689,12.7254509,8.71743487,6.412825651,10.52104208,10.12024048,9.118236473,8.316633267,8.817635271,13.52705411,ירושלים,1,31,,,0.128
30001337,0,0,61.4,71.1,0.5,1.2,4.1,1.9,1.9,72.5,23.1,29.1,35.9,2.5,30.1,30.3,30.1,10.1,9,3.2,17,,35.2,31.1,26,6.6,1.1,220,65,80,405,234,130700,8.1,8.9,9.3,8.2,4.9,9.8,10.5,12.2,9.1,19,ירושלים,1,31,,,0.079
30001422,0,0,47.7,92.1,0.5,2,4.4,2.3,2,36.3,1.5,34.2,17.1,2.8,41.2,41.2,13.6,41.2,1.4,13.6,7.6,,32.3,19.4,11.1,11.5,25.7,328,104,238,345,138,84900,10.7,10.9,16.1,12.2,13.9,8,12.2,8.2,6.4,1.4,ירושלים,1,31,,,0.222
30001423,0,0,67.8,96.95,1.6,0.2,5.1,2.3,5.2,46.4,3.9,13.7,13,1.8,62.6,62.6,19.3,4.3,0.9,62.6,7.9,,34.5,36.2,10.1,6.8,12.4,172,65,454,482,93,52000,22.72272272,23.72372372,11.31131131,11.11111111,8.108108108,9.109109109,7.707707708,2.102102102,4.104104104,0,ירושלים,1,31,,,0.114
30001424,0,0,74.5,91.25,0,4.5,7.2,4.5,7.6,29.7,4.4,5.3,15.4,1.5,66.4,25.6,3.2,66.4,25.6,66.4,0.3,,30.1,37.4,27.4,0,5,140,83,1001,749,174,65400,16.31631632,19.11911912,14.01401401,14.21421421,8.608608609,9.50950951,6.906906907,1.701701702,5.405405405,4.204204204,ירושלים,1,31,,,0.148
30001425,0,0,66.6,86.6,1.7,1.6,6.2,0.7,4.4,36,10.5,10.7,17.4,1.8,56.3,27.8,56.3,6.9,56.3,56.3,27.8,,12.2,59.8,4.5,19.6,3.9,113,47,751,285,162,51900,20,27.1,11.6,10.3,7.1,5,8.9,2.4,4.6,3,ירושלים,1,31,,,0.143
30001426,0,0,55,77.45,1,1.6,1,0.3,4,56.2,10,23.2,35.2,2.3,50.2,50.2,11.9,5.9,50.2,9.2,1.3,,21.6,23.6,34.7,14.6,5.6,138,44,282,281,217,75500,25.8,14.2,7.5,8.3,4.9,7,3.3,10.2,12.9,5.9,ירושלים,1,31,,,0.173
30001432,0,0,69.5,80.75,0.5,2.2,2.1,2,1.4,44.4,4.7,16.3,25.5,2,42,42,39.7,42,3.7,1.2,39.7,,48.5,29.7,9.4,4.7,7.6,148,47,273,339,155,77400,24.2,10.6,10.9,5.9,9.9,15.8,8.3,0.7,9.2,4.5,ירושלים,1,31,,,0.142
30001433,0,0,65.3,86.2,1.6,1.7,4.3,3.9,5.8,42.2,9.3,22.8,25.4,2.3,46.6,26.1,11.1,46.6,3.5,46.6,2.7,,34.8,16.2,25.4,9.2,14.3,665,200,805,1044,336,67800,11.48851149,13.28671329,18.48151848,17.78221778,8.991008991,7.792207792,4.795204795,8.191808192,4.995004995,4.195804196,ירושלים,1,31,,,0.173
30001434,0,0,74.2,95.45,2.6,4.7,3.2,5.5,5.3,49.5,7.3,11.1,19,1.8,54.4,26.1,11,54.4,54.4,26.1,0,,35.1,28.2,21.7,15.1,0,253,155,613,653,173,73600,13.8,12.9,13.1,15.4,9.2,6.4,12.4,9.7,2.3,4.8,ירושלים,1,31,,,0.165
30001435,0,0,71.4,87.75,1.3,1.4,4,0.8,3.6,40.1,6.6,21.9,15.3,2.2,52.1,52.1,23.4,23.4,52.1,3.1,7.5,,27.5,13.6,21,21.5,16.4,438,137,619,737,178,61900,23.3,14.9,12.5,4.6,9.2,11.7,5.3,6.6,8,3.9,ירושלים,1,31,,,0.12
30001436,0,0,77.9,83.3,1,1.3,1.4,0,6.5,42.6,5,15.2,20.7,2.1,50.2,50.2,8,6.1,50.2,27.6,27.6,,26.8,48.9,7,0,17.4,155,55,264,325,117,60300,17,24.9,13.1,11.6,12.7,3.3,4.6,5.8,3.1,3.9,ירושלים,1,31,,,0.096
30001437,0,0,67.2,84.85,2.9,1.3,4.9,2.6,5.4,48.3,6.4,15.3,22.3,2,43.1,36.7,43.1,43.1,3,36.7,36.7,,27.4,28.9,16,16.3,11.4,233,64,354,465,185,99400,5.1,17.4,9.2,16.3,5.8,12,5.9,11.6,7.6,9.1,ירושלים,1,31,,,0.247
30001441,0,0,37,80.65,7.5,6.1,4.3,11.6,12.6,36.2,7,14.5,66.4,2.3,33.6,39,33.6,5.2,5.2,33.6,4.4,,20.6,16.9,13.7,20.3,28.5,191,66,156,277,449,69500,15.98401598,17.18281718,14.68531469,7.592407592,7.592407592,11.28871129,10.78921079,10.08991009,3.996003996,0.799200799,ירושלים,1,31,,,0.104
30001442,0,0,54,77.7,3.3,3.6,2.2,1.3,2.5,49.8,10.8,25.2,29.2,2.6,37.3,31.1,37.3,8.3,2.6,2.6,37.3,,21.2,24.7,26.4,1.9,25.9,422,111,350,412,230,61100,17.38261738,17.68231768,14.88511489,12.28771229,17.48251748,3.496503497,4.395604396,5.394605395,2.897102897,4.095904096,ירושלים,1,31,,,0.063
30001443,0,0,67.6,86.4,2.5,1.1,3.4,1.9,3.8,50.3,6.8,17.6,27.2,2.1,45,31.9,31.9,45,45,3.2,2.4,,26.8,28.3,14.3,16.9,13.6,647,152,989,1029,548,73500,21.67832168,12.38761239,10.08991009,8.991008991,10.48951049,6.793206793,8.691308691,3.996003996,9.99000999,6.893106893,ירושלים,1,31,,,0.133
30001444,0,0,71.7,82.9,1.4,0.5,1.7,1.7,3.6,62.4,14.1,13,23.6,1.9,48.1,31.5,31.5,48.1,31.5,4.6,9.7,,32.9,29.7,24.4,8.7,4.4,374,105,889,999,525,88000,15.2,16.6,8.3,8.9,10.7,7.3,9.7,7.4,6.4,9.5,ירושלים,1,31,,,0.137
30001511,0,0,56.7,88.3,1.6,2.5,1.3,1.6,3.3,43.7,8.7,58.4,19.5,4.1,12.9,12.9,12.1,12.1,25,8,20.5,,24,20.2,12.9,12.3,30.5,1524,419,533,1152,539,66500,17.7,18.4,11,10.9,8.9,8.5,7.3,7.4,4.8,5.1,ירושלים,1,31,,,0.083
30001513,0,0,54.7,93,1.6,3.5,1.7,2.6,4.6,42.6,7.6,41.9,30.3,3.6,22.3,22.3,22.3,8.9,26.5,26.5,5.7,,20.5,16.5,14.6,17.7,30.7,1108,283,507,813,403,69300,16.06786427,17.06586826,15.76846307,10.07984032,9.281437126,5.389221557,5.988023952,9.880239521,7.185628743,3.293413174,ירושלים,1,31,,,0.096
30001516,0,0,68.8,82.55,2.9,0.9,0.5,0,2,93.1,41.8,32.8,45.7,2.4,35.4,29,35.4,35.4,35.4,6.7,6.7,,23.5,47.2,14.2,10.6,4.6,175,62,82,285,171,157700,6.6,10.5,6.1,2.9,7.9,10.7,5.7,18.4,14.7,16.5,ירושלים,1,31,,,0.316
30001611,0,0,66.6,93.65,1,0.4,0.8,1.8,3.1,73.5,27.1,41.4,23.7,3.3,25.9,25.9,23.1,11.5,25.9,8.7,8.7,,23.8,27,11.8,19.1,18.2,,,,,,99400,23.62362362,6.206206206,6.106106106,9.009009009,7.407407407,6.806806807,13.41341341,12.01201201,11.11111111,4.304304304,ירושלים,1,31,,,0.079
30001612,0,0,66.6,93.65,1,0.4,0.8,1.8,3.1,73.5,27.1,41.4,23.7,3.3,25.9,25.9,23.1,11.5,25.9,8.7,8.7,,23.8,27,11.8,19.1,18.2,,,,,,99400,23.62362362,6.206206206,6.106106106,9.009009009,7.407407407,6.806806807,13.41341341,12.01201201,11.11111111,4.304304304,ירושלים,1,31,,,0.079
30001613,0,0,66.6,93.65,1,0.4,0.8,1.8,3.1,73.5,27.1,41.4,23.7,3.3,25.9,25.9,23.1,11.5,25.9,8.7,8.7,,23.8,27,11.8,19.1,18.2,865,353,523,758,260,99400,23.62362362,6.206206206,6.106106106,9.009009009,7.407407407,6.806806807,13.41341341,12.01201201,11.11111111,4.304304304,ירושלים,1,31,,,0.079
30001614,0,0,69.3,90.4,2.8,1.8,1.6,1.8,4.6,77,27.3,47.4,24.1,3.7,15.1,25.5,11,12.4,15.1,8,13,,19.6,24.9,26,12.1,17.4,1116,337,577,1222,377,97800,13.4,8.6,9.1,12.4,10.4,8.4,11.2,10,8.1,8.4,ירושלים,1,31,,,0.165
30001615,0,0,69.7,87.75,0.7,0.8,1.5,1,2.4,82.9,40.3,63.5,18.9,4.3,11.8,15,10.8,14.3,15,12.6,13.8,,18.4,21.4,27.9,16.7,15.7,1435,478,565,1331,303,119200,11.11111111,9.50950951,6.106106106,5.905905906,10.71071071,10.71071071,10.01001001,15.81581582,12.51251251,7.607607608,ירושלים,1,31,,,0.083
30001616,0,0,71.5,88.55,0,0,0,0,0,82,45.7,54.4,23,3.8,15.3,20,15.3,13.4,15.3,12.6,9.7,,27.4,23.5,23.1,12.7,13.3,1920,647,860,2098,600,110800,10.7,10.8,8.1,9.6,7.9,9.1,13.8,12.6,11.6,5.8,ירושלים,1,31,,,0.072
30001711,0,0,54,87.5,0.8,1.5,2.6,2.5,4.7,62.5,15.3,50.9,27.4,3.5,5.5,39.8,39.8,10.9,5.5,9.6,8,,31.1,30,15.3,9.9,13.7,957,443,855,848,571,82400,16.1,13.8,13,8,8.1,9.7,10.3,6.8,8.4,5.8,ירושלים,1,31,,,0.089
30001714,0,0,45.2,85.25,1.2,1.4,1.1,1.4,3.7,44.6,5.8,50.9,31.2,3.9,16.2,16.2,30.2,6.4,7.8,16.2,7.8,,23.6,11.3,13.1,18.8,33.2,1854,535,754,1131,840,78500,17.98201798,13.78621379,11.78821179,10.18981019,8.091908092,9.99000999,12.18781219,4.395604396,5.994005994,5.594405594,ירושלים,1,31,,,0.104
30001721,0,0,62.8,83,1.5,0.2,1,3.8,4.9,80.8,36,34.6,39.1,2.8,24,24,17.6,24,10,17.6,17.6,,46.1,24.7,20.5,5.6,3.1,416,185,326,768,450,124100,14.3,4.7,11,8.9,4.8,9.4,8.4,11.7,15.1,11.7,ירושלים,1,31,,,0.14
30001722,0,0,59.3,82.9,0.7,1.5,2.6,1.5,4,81.4,28,39.2,39.8,2.8,23.7,23.7,23.7,16,6.3,16,23.7,,33,31.7,13.6,18.5,3.3,651,133,341,840,623,115900,10.48951049,8.591408591,9.79020979,12.48751249,5.994005994,6.993006993,10.98901099,11.38861139,15.58441558,7.692307692,ירושלים,1,31,,,0.104
30001723,0,0,60.7,84.7,2.2,2.3,2,2.3,3.7,83.3,36,40.9,37.8,3.2,14.7,38.2,38.2,14.7,11.5,7.8,14.7,,30.7,23,21.9,12.3,12.1,980,361,447,1122,684,126300,9.3,7.3,6.7,8.2,7.4,11.9,9.4,10.6,11.2,18,ירושלים,1,31,,,0.128
30001812,0,0,63.1,79.9,2,2.5,2.3,3.9,5.1,63.5,20.1,32.7,38.5,2.5,32.6,32.6,32.6,10.2,8.2,32.6,1.2,,36.3,31.9,19.1,9.6,3.1,1109,332,602,1819,998,112900,12.18781219,5.794205794,9.190809191,11.48851149,8.691308691,13.38661339,9.190809191,11.28871129,11.68831169,7.092907093,ירושלים,1,31,,,0.068
30001814,0,0,66.1,81.65,0.5,1.8,1.3,1.6,3.2,83.4,34.8,37,37.1,2.8,23.7,23.7,23.7,33.4,11,5,23.7,,27.7,33.4,23.5,10.5,5,1124,382,564,1641,921,142400,9.409409409,7.407407407,6.506506507,8.208208208,6.506506507,5.305305305,14.41441441,9.70970971,18.81881882,13.71371371,ירושלים,1,31,,,0.096
30001816,0,0,70.8,89.85,0,1.9,3.5,1.9,6.6,61.5,23.9,47.2,29.8,3,25,25,11.2,13.6,25,26.5,4.4,,33.9,25.3,25.1,10,5.7,364,81,186,425,172,118400,11.31131131,7.607607608,8.708708709,9.309309309,11.91191191,3.103103103,8.108108108,12.21221221,16.71671672,11.01101101,ירושלים,1,31,,,0.122
30001817,0,0,58.8,82.15,1.9,0.7,2.7,0.5,1.8,67.3,19.1,43.5,34.3,3.1,19.5,29.6,14.6,14.6,19.5,29.6,8.7,,26.2,29.2,18.8,22.9,2.9,,,,,,135800,12.1,6.6,8.6,9.7,4.7,6.6,13.5,12.7,13.9,11.6,ירושלים,1,31,,,0.148
30001818,0,0,58.8,82.15,1.9,0.7,2.7,0.5,1.8,67.3,19.1,43.5,34.3,3.1,19.5,29.6,14.6,14.6,19.5,29.6,8.7,,26.2,29.2,18.8,22.9,2.9,718,190,416,1015,672,135800,12.1,6.6,8.6,9.7,4.7,6.6,13.5,12.7,13.9,11.6,ירושלים,1,31,,,0.148
30001822,0,0,69.1,85.95,2.6,3.4,2.7,3.2,8.3,66.3,24.2,31.2,33.5,2.5,32,32,32,12.6,10.4,26,1.4,,33.1,36,22.6,4.8,3.5,500,145,237,856,486,101200,12.5,11.3,11.6,7.8,8.2,5.5,10.7,13.2,10.1,9.1,ירושלים,1,31,,,0.062
30001824,0,0,62,89.05,1.2,1.3,5,6.4,11.8,58.4,13.5,39.3,35.2,2.7,26.8,26.8,30.5,14.1,30.5,26.8,1.8,,34.8,40.4,12,8.9,3.9,561,173,267,902,738,96700,8.8,13.3,12.1,8.2,14.9,12.8,11.6,9.5,6.6,2.2,ירושלים,1,31,,,0.089
30001914,0,0,69,88.45,2.3,4,3.6,3.2,7.5,80.8,30.8,32.2,37.5,2.8,26.7,26.7,30.5,12.5,30.5,26.7,26.7,,31.9,26.3,23,11.6,7.3,1100,297,661,1590,916,104900,6.7,10.5,10.8,13.5,8.4,10.5,9.8,13.3,10.3,6.2,ירושלים,1,31,,,0.082
30001923,0,0,74.3,92.35,1.2,2.4,2.6,1.9,3.1,76.8,29.3,37.9,27.1,3,24.4,24.4,30.3,24.4,12.1,11.6,4.7,,23.6,32.2,24.5,11.5,8.1,766,168,388,1186,347,101400,7.4,11,10.7,8.3,13.6,11.4,11.5,10.4,12.6,3.1,ירושלים,1,31,,,0.12
30002512,0,0,48.7,86.5,1.5,1.1,1.8,2.3,7.5,54.7,9.9,42.7,38.5,3.4,30.2,30.2,30.2,10.2,12.1,8.4,17.2,,19.6,24.4,20.3,18.1,17.6,958,362,647,907,362,66000,18,13.8,17.5,11.3,7.4,5.1,6.3,6.5,11.3,2.8,ירושלים,1,31,,,0.163
30002513,0,0,47.4,91.25,0.7,1.3,0.9,0.9,3.2,53.5,9.4,53.6,26.4,4.1,3.4,29.2,3.4,3.4,15.2,7.7,7.7,,30.3,25.2,14.4,7.5,22.5,897,247,515,875,239,63000,14,17.3,20.9,19.9,4.9,9,3.7,2.4,3.2,4.7,ירושלים,1,31,,,0.084
